-3244.00,-2016.00,-16892.00,-2352.00,-1525.00,1591.00
-3660.00,-1304.00,-17056.00,-2416.00,-1460.00,1683.00
-3404.00,-1448.00,-17200.00,-2416.00,-1543.00,1622.00
-3472.00,-1336.00,-16964.00,-2384.00,-1483.00,2118.00
-3468.00,-1100.00,-16912.00,-2416.00,-1470.00,2355.00
-2980.00,-956.00,-17144.00,-2384.00,-1541.00,2215.00
-3480.00,-904.00,-16620.00,-2384.00,-1345.00,2408.00
-3100.00,-16.00,-16616.00,-2384.00,-578.00,2203.00
-3220.00,-404.00,-16276.00,-2384.00,-605.00,2704.00
-2972.00,-648.00,-16688.00,-2416.00,-407.00,2659.00
-2960.00,-1108.00,-16720.00,-2400.00,-585.00,2952.00
-2812.00,-1360.00,-16808.00,-2400.00,-805.00,3219.00
-2688.00,-996.00,-16628.00,-2416.00,-803.00,2820.00
-2740.00,-1032.00,-16680.00,-2400.00,-878.00,3206.00
-2652.00,-1064.00,-16640.00,-2368.00,-818.00,3201.00
-2584.00,-1056.00,-16720.00,-2400.00,-820.00,3240.00
-2548.00,-1176.00,-16732.00,-2384.00,-1029.00,3242.00
-2452.00,-1060.00,-16696.00,-2384.00,-1051.00,3242.00
-2532.00,-908.00,-16620.00,-2384.00,-1118.00,3231.00
-2516.00,-1040.00,-16616.00,-2416.00,-1176.00,3285.00
-2284.00,-1104.00,-16480.00,-2384.00,-1305.00,3336.00
-2360.00,-1104.00,-16616.00,-2416.00,-1487.00,3392.00
-2300.00,-1004.00,-16656.00,-2416.00,-1566.00,3422.00
-2356.00,-892.00,-16616.00,-2416.00,-1563.00,3452.00
-2240.00,-1060.00,-16704.00,-2384.00,-1594.00,3440.00
-2112.00,-976.00,-16828.00,-2352.00,-1546.00,3439.00
-2072.00,-1060.00,-16764.00,-2384.00,-1519.00,3231.00
-2068.00,-1016.00,-16916.00,-2384.00,-1613.00,3262.00
-1884.00,-1088.00,-16760.00,-2384.00,-1732.00,3059.00
-1880.00,-1080.00,-16908.00,-2384.00,-1935.00,2819.00
-1880.00,-928.00,-16856.00,-2384.00,-2142.00,2898.00
-1988.00,-932.00,-16876.00,-2400.00,-2426.00,2973.00
-1828.00,-756.00,-16840.00,-2368.00,-2535.00,2925.00
-2072.00,-484.00,-16928.00,-2368.00,-2582.00,3198.00
-2012.00,-240.00,-17048.00,-2384.00,-2514.00,3332.00
-1892.00,-280.00,-17104.00,-2384.00,-2244.00,3124.00
-1856.00,-240.00,-17044.00,-2400.00,-2264.00,3065.00
-1876.00,-372.00,-17112.00,-2400.00,-2358.00,3200.00
-1912.00,-300.00,-16948.00,-2400.00,-2419.00,3352.00
-1832.00,-300.00,-16908.00,-2416.00,-2480.00,3394.00
-1704.00,-212.00,-16940.00,-2416.00,-2421.00,3384.00
-1636.00,-152.00,-16796.00,-2384.00,-2707.00,3126.00
-1748.00,-368.00,-16876.00,-2368.00,-2844.00,3701.00
-1448.00,-48.00,-16760.00,-2400.00,-2773.00,3152.00
-1412.00,44.00,-16804.00,-2384.00,-2797.00,2890.00
-1588.00,384.00,-16768.00,-2400.00,-2958.00,2946.00
-1236.00,616.00,-16428.00,-2400.00,-2676.00,2520.00
-1192.00,676.00,-16348.00,-2384.00,-2689.00,2457.00
-1188.00,628.00,-16496.00,-2416.00,-2254.00,2360.00
-1092.00,792.00,-16500.00,-2416.00,-1937.00,2255.00
-880.00,780.00,-16536.00,-2368.00,-1561.00,1816.00
-968.00,820.00,-16820.00,-2384.00,-1176.00,1333.00
-1168.00,224.00,-16836.00,-2352.00,-1240.00,1140.00
-512.00,480.00,-17188.00,-2368.00,-776.00,202.00
-1192.00,464.00,-17476.00,-2416.00,-1017.00,384.00
-1196.00,704.00,-17132.00,-2368.00,-548.00,-264.00
-1248.00,608.00,-17392.00,-2400.00,-206.00,-1029.00
-1932.00,384.00,-16720.00,-2400.00,10.00,-758.00
